id,episodeNumber,name,overview,stillPath,season_id
4831,11,Secret Weapon,"Doug and Tony arrive in Russia in 1956. The Tunnel staff try to contact them with F-5 probes, which prove highly dangerous. In the last probe the team sends a message telling the guys to contact """"Alexis"""", pose as defecting scientists, and find out about Project A-13. In the present-day, General Parker is dealing with a scientist named Biraki and wants to know what his connection is. The guys are lead to the project in 1956, where Biraki is working on a Time Tunnel for the Russians under the supervision of Hruda. Doug determines the project is doomed to fail, and they try to escape and are recaptured. They also find out that Alexis is a double-agent. With some help from the Tunnel team, the guys manage to survive the probe, then sabotage Biraki's project in the past. The Tick-Tock staff witness the whole thing and tell Parker that Biraki is trying to get revenge for the destruciton of his Tunnel in '56, then manage to transfer Doug and Tony to another time period after they escape.",/8zh8jYDRt1RbqkHiO0xMm78ECTx.jpg,302
4835,12,The Death Trap,"The guys land in Baltimore on February 22, 1861, in a barn where a group of conspirators and followers of Abolitionist John Brown are meeting. They are mistaken for fellow collaborators, but the Pinkertons break up the meeting. Doug is captured while Tony escapes with brothers Jeremiah and Matthew. They still plan to blow up Lincoln, who is enroute to his inauguration. While Doug tries to convince Pinkerton he is innocent, Tony tries to persuade the brothers not to go through with there plan, but Jeremiah is determined. Tony manages to escape but Pinkerton doesn't believe him either. The two manage to convince Pinkerton there is a bomb and go to look for it. The Project staff have spotted the bomb and brought it to the future to disarm it, accidentally scooping up the conspirators' other, younger brother David. They convince David to delay the bomb before having to send him and the bomb back. As Lincoln departs, Tony, Doug, and brother Matthew manage to convince Jeremiah that his cause",/5dvwt8np5L1Z1MmlsD7xOyByMPV.jpg,302
4829,13,The Alamo,"Tony and Doug arrive at the Alamo on March 6, 1836 - the day Santa Ana wiped out the defenders. The two make it to the fort, but are put into custody when Tony tries to convince the stubborn Col. Travis the fort is doomed. Tony escapes but is captured by the Mexicans. An injured Doug captures Capt. Reynerson and tries to convince him he can see the future. When Col. Travis is killed in a fall during Tony's escape as Doug predicted, Reynerson believes him. Tony manages to escape the Mexicans with the help of a sympathetic Dr. Armandez. Meanwhile, the project team have been trying to stage a recovery, but grab Col. Travis by mistake. He is stunned, but Kirk eventually convinces him by showing him future-footage of the battle, and Travis' own death. Convinced  that he must let Doug go before the massacre begins, Travis returns and frees him. The Alamo defenders are gunned down, and Tony and Doug reunite. With Armandez' aid they get Reynerson's wife out before they are whisked away.",/b5Pd30zVmwWIvVsBjZlzr2izmx5.jpg,302
4839,14,Night of the Long Knives,"Tony is shot by Afghani tribesmen and left for dead, and they then take Doug prisoner. Doug is taken before Singh, the head of the Afghanis fighting against the British in 1876, while Rudyard Kipling rescues Tony and takes him to the English fort. The Afghanis are preparing for a massive attack on the English, the 'Night of the Long Knives'. With the aid of a blind slave, Doug escapes and gets back to the fort, while Kipling is captured. The general in charge has been ordered to only defend himself, so he has the head of the Afghani forces under English command launch an """"unofficial"""" attack. Doug and Tony accompany them and rescue Kipling, and Singh is killed in the attack.",/pdLbUR9iaMK4HopcA3dcCNROSy.jpg,302
4838,15,Invasion,"Doug and Tony are captured by the Gestapo in Cherbourg on June 4, 1944, two days before D-Day. A scientist, Dr. Heinz Kleinemann, working for the Reich plans to brainwash Doug and allows Tony to escape. Tony falls in with the Resistance while Kleinemann successfully brainwashes Doug to beleive he is 'Heinrich Kriegler', whose father was killed by Tony. The Resistance cell is suspicious of Tony but need his electronic knowledge. Doug tries to kill Tony but Tony escapes, although the attempt further arouses the Resistance's suspicions. Tony is forced to shoot Doug later, and takes him captive. Doug reveals a traitor within the cell, and then they launch an attack on the Gestapo HQ and recover Kleinemann and the serum they need to restore Doug to normal. They succeed, and Kleinemann restores Doug's identity. The Resistance take Kleinemann into custody and Tony and Doug are whisked away as the bombing begins.",/6jJxngPM7A5xS051ddBvcNDsTzq.jpg,302
4840,16,The Revenge of Robin Hood,"Doug and Tony show up in June 1215 when the Earl of Huntington is trying to convince King John to sign the Magna Carta. Doug is captured along with Huntington when the King gets surly and orders their torture. Tony manages to rescue Doug and they flee where they meet up with Huntington's men: Little John, Friar Tuck, and the Merry Men. Using their knowledge of modern-day chemicals, Doug and Tony help the rebels while trying to get hold of a homing post that the Project staff has sent back to them to enact a rescue. With the time travellers help Huntington and his men capture King John and force him to sign the Magna Carta...at Runnymede! The homing post fails to work and the two are swept off.",/19IuNc8Rspgwp75LQfuUxJw942O.jpg,302
4841,17,Kill Two by Two,"The guys land on an island in the South Pacific at the tail end of WW2. Two Japanese soldiers are holding it against invasion: the deranged Lt. Nakamura, who hates Americans, and the loyal sergeant, Itsugi. Nakamura soon fixates on the travellers, and forces them into a series of sadistic games. When the Project: TickTock staff call in a consultant to try and get a fix on the guys' location, the consultant turns out to be the lieutenant's father. Apparently Nakamura disappeared during the War and now his father wants them to recover his son. Tony and Doug manage to turn the tables on Nakamura and warn the advancing fleet. The young Nakamura, a failed kamikaze pilot, finally decides to end his life with honor by seppuku, as his father looks on through the portal.",/5K7ErtH1PICz2fsXhpJR6wEvwbr.jpg,302
4842,18,Visitors from Beyond the Stars,"The guys land in a Western town in the late 19th century, where they are intercepted by two silver-clad aliens. The two aliens need to steal protein to supplement their own supplies, and soon use their advanced technology to mind-control Doug and hold the confused townspeople at bay while stealing local cattle. Tony manages to get hold of one of the alien control devices. Meanwhile, at Project TickTock the same alien race but from 1966 arrive and demand to know what happened to their scouting party a hundred years earlier, believing the Project to have something to do with it. Tony manages to free Doug from mind control and defeat the aliens in the past, while the ones in the present witness the departure of the scouting party in the past and are satisfied Earth had nothing to do with their disappearance.",/5N309642zyA4bxf1mXWQ36CbCZr.jpg,302
4843,19,The Ghost of Nero,"Tony and Doug arrive near the Italian-Austrian Alps on October 23, 1915, as the Germans are preparing to bombard the area. An explosion knocks them out and uncovers the stone coffin of Emperor Nero. Nero's sword floats out of it, but kills a German soldier. They awaken and discover they are beneath the villa of Count Galba. He claims the two travelers are American friends, covering for them against the invading Germans. The ghost of Nero has other ideas, and wants to kill Galba, whose ancestor was responsible for Nero's death. First a German soldier then Tony are possessed by the ghost. The Time Tunnel project staff manage to free Tony with a high-powered electrical discharge on the recommendation of a Dr. Steinholtz, whom they call in. However, they then pull the ghost into the current day, but manage to send him back. Tony and Doug get Galba to safety and help lead the Italian resistance to the Germans. The German leader, Neistadt, flees but Nero's ghost delays him long enough for an",/9xvnTohfIHJbo2ThUFyFKgHriYJ.jpg,302
4847,20,The Walls of Jericho,"Tony and Doug arrive outside the tent of Joshua on the sixth day of his seven-day assault on Jericho. With their future knowledge of the Bible they are able to convince Joshua that they are emissaries of the Lord, and he basically forces them to go into Jericho as spies. Doug is captured and tortured after they try to stop an exection, and Tony befriends a harlot, Rahab. With the help of Rahab and her father, a blind architect, they manage to free Doug. Tony and Rahab are set up for execution, but when a skeptical Anne tries to use the Tunnel to free them in opposition to how the Bible describes the incident, the Tunnel shuts down as if by some outside (dare we say Divine?) force. Tony and Rahab are spared when Joshua launches his attack and both the guys and the Project team witness the miracle just before they are whisked away once more.",/fOlMoKzSwSxkIGRetBQ8xkFC5wh.jpg,302
4849,21,Idol of Death,"Doug and Tony arrive in a jungle in 1519 Yucatan as Cortez and his Spanish conquistadores attack the locals. The pair rescue natives being tortured for knowledge of a sacred golden mask and intervene. They are captured and believed to be spies. Cortez burns his ships and plans the guys' execution, but one of the locals free them and Doug buys them time to escape by threatening Cortez with explosives. Cortez orders pursuit. Meanwhile, the Project team call up an expert familiar with the terrain, Castillano. The guys use crude explosives to delay the Spaniards while aiding a local chieftain-to-be, while the Project staff discovers Castillano has a reputation for stealing artifacts, but have no choice but to employ him. When the guys get captured Castillano offers the Project staff their location in return for the recovery of the mask. When the Staff recover the mask they inadvertently lock everyone in time, and Castillano grabs a gun to force them to let him keep the mask. A demented Cas",/tttleyJpWRBylKqgBMKC7cJuoaJ.jpg,302
4844,22,Billy the Kid,"Doug and Tony arrive in Lincoln in late April in the 1860s, and run afoul of Billy the Kid. Doug shoots Billy and apparently kills him, then he and Tony escapes. It turns out Billy took the bullet in the belt buckle, and he goes after the two. They manage to capture him thanks to a voice-transmitted distraction provided by Kirk, but Tony goes back into town and is mistaken for Billy. Pat Garrett arrives and eventually convinces the sheriff that Tony isn't Billy, but the mob isn't hearing it. Billy catches up to Doug and challenges him to a gunfight. Pat and Tony get involved, with Tony knocking out one of Billy's men planning to backshoot Doug and Pat intervening when Doug blows it. The two men are whisked off again.",/pRbTYfU9CWQvIF2O7AUVcQQiOXH.jpg,302
4850,23,Pirates of Deadman's Island,"Doug and Tony arrive on the Spanish Main on April 1805, where they are captured by Captain Beal and his crew. They befriend Armando, a young boy who claims to be the nephew of the King of Spain. Tony eventually manages to escape where he is found by the attacking British who are unwilling to try and help Doug and Armando. Beal tries to kill Doug but is whisked back to Project Tick-Tock. He takes Anne hostage but eventually goes back into the Tunnel and his own time. The Project staff use the Tunnel to whisk Doug and Armando out of trouble after Beal is killed by his henchman. However, the two are caught in a bombardment and seriously wounded. A doctor friend of Kirk's due for retirement, Berkhart, volunteers to go back despite the fact he has no chance of being returned. He saves Doug and Armando before the travellers are whisked away.",/1KHB4p5bDqNRuD0wiSfTwtmiMeh.jpg,302
4848,24,Chase Through Time,"The guys arrive in Arizona, 1547, as a technician named Nimon kills a scientist. After a shootout, he flees into the Tunnel. Nimon is a spy who has planted a nuclear device in the complex. The guys need to find Nimon to get him to reveal the location of the bomb. They lure him in with a fire but he slips, and the Project transfer Doug and Tony after him to 1,000,000 A.D. Nimon is already there and has established himself with the ruling clique. The guys get the info on the detonation time, bypass a force field, and with the aid of a local female ""defective"" manage to get to Nimon. The Project transfers everyone, including two of the future-types, back to 1,000,000 B.C. After some running around from dinosaurs, they rescue Nimon from a quicksand pit in return for the location of the bomb. The head alien eventually comes around and forces Nimon to give the location of the bomb which they defuse. Everyone ends up in a giant bee hive and the Project gets everyone but Nimon out.",/xEcDIWSyZaMhICANgMn4g66QokP.jpg,302
4845,25,The Death Merchant,"Arriving in Gettysburg in the 1860's, Doug and Tony are separated by an explosion which seemingly gives Tony. A jolt from the Tunnel revives him but with amnesia. Doug falls in with the Union forces, while Tony becomes involved with the South and Sgt. Maddox when he is mistaken as a courier sent to buy gunpowder from an arms merchant, Michaels, who stole the stuff from the Union. Doug gets there first to find the merchant is Machiavelli! Apparently Machiavelli's pattern matches Tony's, and he was swept up and brought to Gettysburg by the Time Tunnel. The Tunnel send Machiavelli's dog back when it's about to kill Doug, draining them of power.

The amnesiac Tony takes Doug prisoner and turns him over to his sergeant, while Machiavelli delights in the carnage. Doug escapes and tries to save Tony who is determined to complete his mission. Machiavelli kills Maddox and then Doug and Tony fight when Doug tries to destroy the gunpowder. The two men come to terms but when Machiavelli tries to de",/7UUp0cb8aYCye0A7vbINmULNAdp.jpg,302
4846,26,Attack of the Barbarians,"Doug and Tony are captured by the Mongols in 1287, led by Genghis Khan's grandson Baku. Tony is tortured until Doug stages a rescue, where they meet with Marco Polo, who is aiding Kublai Khan. Tony falls in love with Sahib, daughter of Kublai Khan that Polo is aiding and who is kidnapped by Baku. The guys rescue her by using black powder that Polo has discovered in China. When Baku launches an assault on the fort where Polo is staying, the Project staff try and send artillery back to the guys. They thwart an attack on the fort while Tony considers staying with Sahib. In the end she returns to her duty and the two part. Doug provides the necessary ingredient to turn the black powder into gunpowder, while the Project try and send detonator caps to assist them. With the explosives the attack is thwarted and the guys are whisked out.   (Copyright 2003 Steve Crow)",/jvH3S3ZB27L1vSVwy9YWCTPrPlL.jpg,302
4851,27,Merlin the Magician,"Tony and Doug are frozen in time, then a rather fey Merlin appears in the Project base. He takes the guys out of time and freezes them, commands them to do his bidding, then sends them on to 544 A.D., Cornwall England. They meet a young pre-King Arthur while fighting Vikings and on Merlin's behest team up with Arthur. The Vikings apparently kill Doug and capture Tony and Arthur. Tony escapes with Arthur and Doug is rescued by Merlin and Guienvere. When the Project staff are ready to recover Doug and Tony, Merlin intervenes because he needs them where they are. Tony and Arthur get recaptured and so does Doug when he goes to help. Guinevere gets captured too. One of the Vikings kills Arthur and a """"detained"""" Merlin shows up and reverses time to save him. The guys escape again and Doug gets reinforcements which Merlin disguises as Vikings while Arthur and Tony rescue Guinevere. Everything works out and Arthur and Guinevere are to be married.",/MHoHxAwYGGXjznQTsbS32mztYN.jpg,302
4852,28,The Kidnappers,"The guys' signal is intercepted and a silver-skinned alien shows up and kidnaps Anne. He leaves behind a data card which the rest of the Project staff use to send Tony and Doug to. The guys end up in a futuristic complex and meet a zombiefied ancients from different time periods and locales. A mysterious voice provides historical detail. According to the Project staff they're on a distant planet in the Canopis system in 8433 A.D. The guys meet the Curator then escape. They get hold of Ann before being captured and the Project staff try a recovery but grab a OTT (""""Official Time Traveller) instead. He grabs the Time Tunnel's time/space converter and leaves. The guys and Ann stage an escape but mess that up as well. The Canopians go dormant during night, and the guys avoid being drugged to take advantage of the situation. They get nowhere for a while, and the OTT is not vulnerable to lack of sunlight. The three Earthlings manage to overcome it long enough to send Ann back with the convert",/roO0OcM3PLbXH7AaX28vYg1Fhiw.jpg,302
4854,29,Raiders from Outer Space,"Tony and Doug arrive in Khartoum, November 2, 1883, in the middle of a battle between British and Arab forces. However, two aliens take them prisoner. The aliens plan to conquer Earth with missiles, and will be ready to launch in two hours - they send a bomb to the Project to prevent them from interfering. Tony is taken to be killed but the alien with him is forced to teleport out when the British approach. Then both guys are transferred out of the cave by the Tunnel staff, where they make contact with Captain Henderson and convince him about the aliens. The three of them attack the cave and manage to stop the aliens, with some help when the Project send the bomb back to the aliens.",/zOVJvNzSL7JKHOIHx82CyRRYVgc.jpg,302
4853,30,Town of Terror,"The guys arrive in a brick basement on the North Atlantic coast in 1978. It has advanced electrical equipment, and they are attacked by an overalled man. He collapses dead, then gets up and disappears in a cloud of smoke. They go upstairs and are paralyzed by an alien-android disguised as an old woman. The aliens are preparing to steal Earth's oxygen. The Project staff execute a lateral transfer and free the guys. They escape to a seemingly empty town surrounded by a force field and filled with paralyzed townspeople. A young couple, Paul and Joan, find the guys and tell them about the oxygen-stealing plot. Meanwhile the alien androids infiltrate the Project base, seal it off, and start sucking out the oxygen through the Tunnel itself. The guys must destroy the operation at their end. They fight off the androids and use explosives to blow up the alien HQ.",/imKl5qKvdpulNbzXuLEISGTPaV2.jpg,302
2828,1,The Monster Who Came to Dinner,"Johnny and Scott bring Sigmund home from the beach and hide him in their clubhouse from Zelda, who invited the sherriff over for dinner. Meanwhile, Sigmund's family gets a visit from their rich Uncle Siggy, who demands to see Sigmund or he'll disinherit the family.",,199
2820,2,Puppy Love,"Sigmund falls in love with Fluffy, a dog that belongs to Johnny's girlfriend, Peggy. Sigmund's family schemes to get him back by tricking him into meeting Diana Demon, a sea monster actress who Sigmund has a crush on.",,199
2826,3,Frankenstein Drops In,"Sigmund's family kidnaps Scott, so Johnny dresses up like Frankenstein to save him.",,199
2821,4,Is There a Doctor in the Cave?,,,199
2825,5,Happy Birthdaze,Burp and Slurp decide to bring home Sigmund to be Big Daddy's birthday present. Not only do they take Sigmund but the cake and presents that Aunt Zelda had gotten for the sheriffs birthday. and its up to Johnny and Scott to save the Birthdaze,,199
2823,6,The Nasty Nephew,"Aunt Zelda brings home her nephew (Leroy) for the weekend. Leroy is determined not to get along with the boys and an attack from Burp and Slurp to a blindfolded  Leroy (an initiation to enter the club) didn't help matter. meanwhile Burp and Slurp take Sigmund back to the cave. when Johnny and Scott sneak out to resque sigmun, Leroy follows when he see Sigmund will he tell or keep the boys secret",,199
2824,7,Monster Rock Festival,"Sigmund wins a radio singing contest the problem is, not only do they need to hide Sigmund identity from the radio DJ but the Ooze Family needs him to sing with them in the Monster rock festival",,199
2822,8,Ghoul School Days,When the monster School principal tells the Oozo family that they must send one member of the family to school they choose Sigmund. The trouble is thinking he is nothing but trouble Sigmund has run away.,,199
2827,9,The Curfew Shall Ring Tonight,"After breaking Aunt Zelda's favorite salad bowl, Sigmund defies curfew and heads home to pick up 50 clams he's got hidden to buy her a new one.",,199
2831,10,Sweet Mama Redecorates,"Big Daddy's strapped for cash, but that doesn't stop Sweet Mama from wanting to redecorate their cave. Luckily, Blurp and Slurp come up with a brilliant idea: trade their furniture with that from Johnny and Scott's house.",,199
2830,11,Make Room for Big Daddy,"When Sweet Mama kicks Big Daddy out of the cave, he moves into the club house with Sigmund.",,199
2829,12,It's Your Move,"Sigmund's family evacuates the cave during a storm, while Sigmund moves home to avoid Johnny and Scott's parents.",,199
2836,13,Trick or Treat,"When Blurp and Slurp find out Sigmund is the grand-prize winner of a contest worth a lot of ""clams,"" they kidnap him while he's out trick-or-treating.",,199
2834,14,Uncle Siggy Swings,"When Uncle Swiggy visits his favorite nephew at Johnny and Scott's clubhouse, he sees Aunt Zelda and falls head-over-tentacles in love with her.",,199
2832,15,The Dinosaur Show,"The Oozes' cave becomes a blast from the past when a cave man and his pet dinosaur arrive, forcing Big Daddy, Sweet Mama, Blurp and Slurp to move out.",,199
2833,16,The Wild Weekend,"Movie star Jack Wild is kidnapped by Blurp and Slurp while on vacation. It's up to Johnny, Scott, and Sigmund to rescue him.",,199
2835,17,Boy for a Day,Sigmund wins a song contest but must figure out a way to collect his prize in person without causing an uproar.,,199
2837,1,A Genie for Sigmund,,,200
2840,2,Paul Revere Rides Again,,,200
2839,3,"Now You See 'Em, Now You Don't",,,200
2838,4,"Johnny-O, the Great",,,200
2841,5,Super Sigmund,,,200
2843,6,Pufnstuf Drops In,,,200
2847,7,Sheldon and the Nephew Sitters,,,200
2845,8,One Way Whammy to Tahiti,,,200
2848,9,Cry Uncle,,,200
2844,10,The Haunted House,,,200
2846,11,Mother Makes Ten,,,200
2842,12,You Can't Beat a Magic Carpet,,,200
535076,1,Raining In My Heart,Buddy steals things from shops but wants to stop especially as his father is getting back into his old criminal ways.,,26742
535078,2,"Crying, Waiting, Hoping",Mum has left home; Dad produces lots of money for a spending spree which deepens Buddy's suspicions; and there is the old house on Croxley Street.,,26742
535077,3,Blue Suede Shoes,"Buddy befriends 'the beast' to find he might not really be so scary after all, but a nightmare makes him feel very uneasy.",,26742
535079,4,That'll Be The Day,Terry comes home covered in blood and bleeding badly. He tells Buddy to ring Mr King for help. But who is Mr King and what is Terry involved in? Buddy sets up a plan to save his dad from prison.,,26742
535075,5,Everyday It's-A Getting Closer,"Buddy's plan backfires leading to his dad's arrest at the old house on Croxley street, but could this be a means to and end?",,26742
733245,1,"Series 1, Show 1",,,41309
733246,2,"Series 1, Show 2",,,41309
733247,3,"Series 1, Show 3",,,41309
733248,4,"Series 1, Show 4",,,41309
733249,5,"Series 1, Show 5",,,41309
733250,6,"Series 1, Show 6",,,41309
733251,7,"Series 1, Show 7",,,41309
733252,8,"Series 1, Show 8",,,41309
733253,1,"Series 2, Show 1",,,41310
733254,2,"Series 2, Show 2",,,41310
733255,3,"Series 2, Show 3",,,41310
733256,4,"Series 2, Show 4",,,41310
733257,5,"Series 2, Show 5",,,41310
733258,1,The Comedy Network Season 3 Episode 1,,/eBanjl4Pgo4D2NTaG9ytkU1L9D6.jpg,41311
733259,2,"Series 3, Show 2",,,41311
733260,3,"Series 3, Show 3",,,41311
733261,4,"Series 3, Show 4",,,41311
733262,5,"Series 3, Show 5",,,41311
733263,6,"Series 3, Show 6",,,41311
733264,7,"Series 3, Show 7",,,41311
733265,8,"Series 3, Show 8",,,41311
733266,9,"Series 3, Show 9",,,41311
733267,10,"Series 3, Show 10",,,41311
733268,11,"Series 3, Show 11",,,41311
733269,12,"Series 3, Show 12",,,41311
733270,13,"Series 3, Show 13",,,41311
517116,1,Episode 1,,,25653
517115,2,Episode 2,,,25653
517114,3,Episode 3,,,25653
517117,4,Episode 4,,,25653
517118,5,Episode 5,,,25653
517121,6,Episode 6,,,25653
517119,7,Episode 7,,,25653
517120,8,Episode 8,,,25653
517123,9,Episode 9,,,25653
517122,10,Episode 10,,,25653
517124,11,Episode 11,,,25653
517126,12,Episode 12,,,25653
517125,13,Episode 13,,,25653
517127,14,Episode 14,,,25653
517129,15,Episode 15,,,25653
517128,16,Episode 16,,,25653
517130,17,Episode 17,,,25653
517131,18,Episode 18,,,25653
517132,19,Episode 19,,,25653
517133,20,Episode 20,,,25653
517134,21,Episode 21,,,25653
517136,22,Episode 22,,,25653
517137,23,Episode 23,,,25653
517135,24,Episode 24,,,25653
11069,1,Back to the Front,"Flight Lieutenant  Harrison drove from HQ down or up to the hard to find Auchnacluchnie to recommenced the local Base be closed. Harrison and driver read signs. No petrol for 60 mile and No sweets for 32 miles.

In the Ready room Airmen Tench reports to Wing-Commander Campbell-Stokes of an incoming missel 8 miles out. The 8 miles out missel happens to be Harrison 8 feet out. After introduction Tench informed the other 2 he armed the guided missal.  In the end Flight Lieutenant  Harrison switched off the armed missel.

Wing Commander tells Harrison they are down 2 . Harrison thinks and says 200 on the base. Its only 2 Stokes and Tench.  Harrison tells Stokes the cold war is over. Stokes believes once red always red.    Wing Commander takes Harrison to the village pub called Guthrie's Hotel run by Iain Guthrie. Iain tries any thing to get customers and promote tourism including postcards and  stout that looks like a milk shake.  There seems that the only a few customers there are 2 fisherm",,582
